,published_date,title,publisher,kode_emitten,title_en
1364,2022-11-04,Mau Ganti PIN? Begini Cara Mengganti PIN ATM BRI Anda!,Kontan,BBRI,Want to Change Your PIN? Here's How to Change Your BRI ATM PIN!
1365,2022-11-04,"Data Bunga Deposito Rupiah di Bank Mandiri, BCA, BNI, BRI, dan CIMB Awal November 2022",Bisnis,BBRI,"Rupiah Deposit Interest Data at Bank Mandiri, BCA, BNI, BRI, and CIMB Early November 2022"
1366,2022-11-04,"Dengan Cara Ini, BRI Sukses Berdayakan Ekonomi Warga NTT",CNBC Indonesia,BBRI,"In this way, BRI has successfully empowered the economy of NTT residents"
1367,2022-11-04,"Jelang HUT ke 127, BRI Gelar Kompetisi Foto BRIGHT ON",CNBC Indonesia,BBRI,"Ahead of its 127th anniversary, BRI holds the BRIGHT ON photo competition"
1368,2022-11-06,Dana Kelolaan BRI (BBRI) Tumbuh Seiring Naiknya Simpanan Nasabah Tajir,Bisnis,BBRI,BRI Managed Funds (BBRI) Grow as Savings from Rich Customers Increase
1369,2022-11-07,"Edukasi Soal Social Engineering, BRI Rilis 'Modus Operandi'",CNBC Indonesia,BBRI,"Educating About Social Engineering, BRI Releases 'Modus Operandi'"
1370,2022-11-07,"Ciptakan SDM Unggul, BRI Kembali Buka BRILiaN Future Leader",CNBC Indonesia,BBRI,"Creating Superior Human Resources, BRI Again Opens BRILiaN Future Leaders"
1371,2022-11-07,"Kembangkan UMK, BRI Beri Layanan untuk Perseroan Perseorangan",CNBC Indonesia,BBRI,"Developing MSEs, BRI Provides Services for Individual Companies"
1372,2022-11-09,BRI Peduli Ubah Limbah Masker Jadi Pot Tanaman,CNBC Indonesia,BBRI,BRI Cares Turns Mask Waste into Plant Pots
1373,2022-11-10,"Jadi Lokomotif Agen Pembangunan, BRI Dorong Peran UMKM",CNBC Indonesia,BBRI,"Becoming a Locomotive for Development Agents, BRI Encourages the Role of MSMEs"
1374,2022-11-11,"Ada GOTO, BCA, BRI, Telkom, Ini Daftar IDX LQ45 Low Carbon Leader",Bisnis,BBRI,"There are GOTO, BCA, BRI, Telkom, this is the IDX LQ45 Low Carbon Leader List"
1375,2022-11-11,"Penyaluran KUR Rp266,94 Triliun, Ini Update BRI (BBRI) dan BCA (BBCA)",Bisnis,BBRI,"Distribution of KUR IDR 266.94 trillion, this is the update from BRI (BBRI) and BCA (BBCA)"
1376,2022-11-11,"IHSG Diprediksi Menguat, Cek Rekomendasi Saham BBRI, BFIN, BIRD",Bisnis,BBRI,"JCI Predicted to Strengthen, Check BBRI, BFIN, BIRD Stock Recommendations"
1377,2022-11-12,"Dongkrak Wisman, BRI Beri Fasilitas Pembayaran Online e-Visa",CNBC Indonesia,BBRI,"Boosting Foreign Tourists, BRI Provides e-Visa Online Payment Facilities"
1378,2022-11-12,BRI Sukses Integrasikan 25 Juta data Lewat Holding UMi,CNBC Indonesia,BBRI,BRI Successfully Integrates 25 Million Data Through UMi Holding
1379,2022-11-14,Gini Cara BRI Jalankan Aksi Nyata Penerapan ESG,CNBC Indonesia,BBRI,Here's How BRI Takes Real Action to Implement ESG
1380,2022-11-14,"BRI Borong 3 Penghargaan, Sunarso CEO Terpopuler di Medsos",CNBC Indonesia,BBRI,"BRI Wins 3 Awards, Sunarso Most Popular CEO on Social Media"
1381,2022-11-15,BRI Pamerkan Produk UMKM BRILIANPRENEUR di Pameran G20,CNBC Indonesia,BBRI,BRI Exhibits BRILLIANTPRENEUR MSME Products at the G20 Exhibition
1382,2022-11-16,Breaking News: Laba BRI Melesat Lebih Dari Dua Kali Lipat,CNBC Indonesia,BBRI,Breaking News: BRI Profits More Than Double
1383,2022-11-16,"BBRI dan ASII Terbesar, Ini Saham-saham yang Banyak Dilego Asing pada Selasa (15/11)",Kontan,BBRI,"Biggest BBRI and ASII, these are the shares that were sold by many foreigners on Tuesday (15/11)"
1384,2022-11-16,"Aksi Korporasi Rp 39 T Mengantre, Ada BRI (BBRI)?",CNBC Indonesia,BBRI,"Corporate Action Rp. 39 T Queuing, Is There BRI (BBRI)?"
1385,2022-11-16,Sssttt... Denger-denger BRI Mau Aksi Korporasi Lagi,CNBC Indonesia,BBRI,Pssttt... Heard that BRI wants to take corporate action again
1386,2022-11-16,Bos Besar Ungkap Rahasia Laba BRI Naik Dua Kali Lipat,CNBC Indonesia,BBRI,Big Boss Reveals the Secret to BRI's Profit Doubled
1387,2022-11-17,"Suku Bunga Acuan BI Naik, Simak Rencana BRI (BBRI) dan Bank Mandiri (BMRI) atas Bunga Kredit",Bisnis,BBRI,"BI Reference Interest Rate Increases, Check Out BRI (BBRI) and Bank Mandiri (BMRI) Plans for Credit Interest"
1388,2022-11-17,"Harga Saham BBRI Turun 2,8% selama 5 Hari Terakhir, Cek PER dan PBV Hari Ini",Kontan,BBRI,"BBRI share price fell 2.8% over the last 5 days, check PER and PBV today"
1389,2022-11-21,"Transformasi Berkelanjutan Jadi Kunci Laba BRI Tumbuh 106,4%",CNBC Indonesia,BBRI,Sustainable Transformation Is the Key to BRI Profits Growing 106.4%
1390,2022-11-22,BRI Salurkan Bantuan bagi Korban Gempa Cianjur,CNBC Indonesia,BBRI,BRI Distributes Aid to Cianjur Earthquake Victims
1391,2022-11-22,Cara Top Up DANA dari Bank Mandiri dan BRI,Kontan,BBRI,How to Top Up DANA from Bank Mandiri and BRI
1392,2022-11-23,Bank BRI (BBRI) Rilis MTN Senilai Rp 5 Triliun Tanpa Penawaran Umum,Kontan,BBRI,Bank BRI (BBRI) Releases MTN Worth IDR 5 Trillion Without Public Offering
1393,2022-11-23,Polri Bongkar Modus Penipuan Berkedok Perubahan Tarif Transfer BRI,Bisnis,BBRI,National Police Expose Fraud Method Under the Guise of Changes in BRI Transfer Rates
1394,2022-11-24,"Sukses Jaga Pertumbuhan BRI, Sunarso Jadi CEO of The Year",CNBC Indonesia,BBRI,"Successfully Maintaining BRI's Growth, Sunarso Becomes CEO of the Year"
1395,2022-11-24,"Tangguh & Optimistis, Kredit Mikro BRI Tumbuh 14,12%",CNBC Indonesia,BBRI,"Resilient & Optimistic, BRI Micro Credit Grows 14.12%"
1396,2022-11-25,BRI Raih Penghargaan Sebagai BUMN yang Inklusif Terhadap TKPD,CNBC Indonesia,BBRI,BRI Wins Award as BUMN that is Inclusive of TKPD
1397,2022-11-25,BRI Sediakan Posko Trauma Healing bagi Korban Gempa Cianjur,CNBC Indonesia,BBRI,BRI Provides Trauma Healing Post for Cianjur Earthquake Victims
1398,2022-11-28,"BTN, BRI, dan BNI Kejar Peningkatan RoE, Ini Strateginya",Kontan,BBRI,"BTN, BRI and BNI Pursue RoE Improvement, This is the Strategy"
1399,2022-11-28,BRI dan Polri Proaktif Ungkap Kejahatan Perbankan,CNBC Indonesia,BBRI,BRI and Polri are proactive in uncovering banking crimes
1400,2022-11-28,"Dengan Program Ini, BRI Kembangkan Kompetensi Talenta Muda",CNBC Indonesia,BBRI,"With this program, BRI develops the competencies of young talents"
1401,2022-11-28,"Terapkan ESG, BRI Raih Ranking Tertinggi di ASRRAT 2022",CNBC Indonesia,BBRI,"Applying ESG, BRI Achieves Highest Ranking in ASRRAT 2022"
1402,2022-11-28,BRI (BBRI) Buka Suara Soal Restrukturisasi Kredit Diperpanjang OJK,Bisnis,BBRI,BRI (BBRI) Opens Voice Regarding Credit Restructuring Extended by OJK
1403,2022-11-30,"Cukup Satu Sesi Perdagangan, Saham BBRI Cetak Rekor Tertinggi",CNBC Indonesia,BBRI,"Just One Trading Session, BBRI Shares Print Highest Record"
1404,2022-12-02,BRI Bakal Bawa UMKM Lokal Mendunia Lewat Program Ini,CNBC Indonesia,BBRI,BRI will bring local MSMEs to the world through this program
1405,2022-12-02,"Caplok Danareksa Investment, BRI Jadi Raja Ritel Keuangan?",CNBC Indonesia,BBRI,"Caplok mutual funds Investment, BRI Becomes the King of Financial Retail?"
1406,2022-12-02,"BRI Resmi Kuasai 65% Saham Danareksa Investment, Ini Tujuannya",Kontan,BBRI,"BRI Officially Controls 65% of mutual funds Investment Shares, This is the Goal"
1407,2022-12-04,BRI Jadi Bank Teraktif dalam Meningkatkan Literasi Keuangan,CNBC Indonesia,BBRI,BRI Becomes the Most Active Bank in Increasing Financial Literacy
1408,2022-12-04,"Berkat Pemberdayaan UMKM, BRI Sabet 2 BI Awards 2022",CNBC Indonesia,BBRI,"Thanks to the Empowerment of MSMEs, BRI Wins 2 BI Awards 2022"
1409,2022-12-05,BRI Hindari Penyaluran Kredit Konstruksi Pembangunan Apartemen,Kontan,BBRI,BRI Avoids Distribution of Construction Credit for Apartment Development
1410,2022-12-06,"OJK Sebut Kredit Macet Membaik, Cek Kondisi 4 Bank Jumbo BCA hingga BRI",Bisnis,BBRI,"OJK Says Bad Credit is Improving, Checks Condition of 4 huge Banks BCA to BRI"
1411,2022-12-07,BRI (BBRI) hingga Bank Mandiri (BMRI) Topang Laba BUMN per Kuartal III/2022,Bisnis,BBRI,BRI (BBRI) to Bank Mandiri (BMRI) Support BUMN Profits in Q3/2022
1412,2022-12-07,Bank Syariah Indonesia (BRIS) Tetapkan Harga Pelaksanaan Rights Issue Rp 1.000,Kontan,BBRI,"Bank sharia Indonesia (BRIS) sets the rights issue exercise price at IDR 1,000"
1413,2022-12-08,"Perkuat Aksi Sosial, BRI Finance Santuni Korban Gempa Cianjur",Bisnis,BBRI,"Strengthening Social Action, BRI Finance Provides Assistance to Cianjur Earthquake Victims"
1414,2022-12-08,"BRI Rampungkan 54,5% Restrukturisasi Kredit Covid-19",CNBC Indonesia,BBRI,BRI Completes 54.5% of Covid-19 Credit Restructuring
1415,2022-12-08,BRI Konsisten Bantu Warga Terdampak Gempa Cianjur,CNBC Indonesia,BBRI,BRI Consistently Helps Residents Affected by the Cianjur Earthquake
1416,2022-12-09,"Berkah Digitalisasi, Pendapatan Berbasis Komisi BRI (BBRI) hingga BSI (BRIS) Melesat",Bisnis,BBRI,"Thanks to digitalization, commission-based income from BRI (BBRI) to BSI (BRIS) has skyrocketed"
1417,2022-12-11,"Ditopang Green Financing, Kredit Berkelanjutan BRI Tembus Rp 671,1 Triliun",Kontan,BBRI,"Supported by Green Financing, BRI's Sustainable Credit Reaches IDR 671.1 Trillion"
1418,2022-12-12,"Saham BRI Salah Harga, Harusnya Lebih Mahal!",CNBC Indonesia,BBRI,"BRI Shares Wrong Price, Should Be More Expensive!"
1419,2022-12-12,Apa Itu Kejahatan Perbankan Soceng? Ini Penjelasan BRI,Kontan,BBRI,What is Soceng Banking Crime? This is BRI's explanation
1420,2022-12-12,Mantap! Bos BRI Sabet Leadership Excellence Award 2022,CNBC Indonesia,BBRI,Excellent! BRI Boss Wins Leadership Excellence Award 2022
1421,2022-12-13,"Pasca Pandemi, Sunarso Bawa BRI Semakin Cemerlang",CNBC Indonesia,BBRI,"Post-Pandemic, Sunarso Brings BRI Even Brighter"
1422,2022-12-13,BRI Gandeng Eximbank Sediakan Layanan Global AR Financing,CNBC Indonesia,BBRI,BRI Collaborates with Eximbank to Provide Global AR Financing Services
1423,2022-12-14,"Saham BRI Diborong Asing, Tanda Window Dressing Akan Datang?",CNBC Indonesia,BBRI,"BRI Shares Bought Up by Foreigners, a Sign of Window Dressing to Come?"
1424,2022-12-15,Menebak Arah BBRI Setelah Diam-diam Sentuh Rekor Tertinggi,CNBC Indonesia,BBRI,Guessing BBRI's Direction After Secretly Hitting the Highest Record
1425,2022-12-15,"Pertama di Indonesia, BRI Raih ISO/IEC/IEEE 29119:2022",CNBC Indonesia,BBRI,"First in Indonesia, BRI achieved ISO/IEC/IEEE 29119:2022"
1426,2022-12-16,"Rayakan HUT ke-127, Kinerja BRI Konsisten Positif",CNBC Indonesia,BBRI,"Celebrating the 127th Anniversary, BRI's Performance is Consistently Positive"
1427,2022-12-16,"Terus Bertransformasi Semakin Tumbuh & Tangguh, BRI Rayakan HUT ke-127",Kontan,BBRI,"Continuing to Transform, Increasingly Growing & Resilient, BRI Celebrates its 127th Anniversary"
1428,2022-12-16,"Dorong Keterbukaan Informasi, PPID BRI Raih Penghargaan Ini",CNBC Indonesia,BBRI,"Encouraging Information Transparency, BRI PPID Wins This Award"
1429,2022-12-17,BRI Beri Penghargaan Untuk UMKM di BRILianpreneur 2022,CNBC Indonesia,BBRI,BRI Gives Awards to MSMEs at BRILianpreneur 2022
1430,2022-12-18,BRI (BBRI) dan BCA (BBCA) Siapkan Dana Triliunan untuk Perkuat IT,Bisnis,BBRI,BRI (BBRI) and BCA (BBCA) Prepare Trillions in Funds to Strengthen IT
1431,2022-12-19,"Apresiasi Insan BRILian, BRI Rayakan HUT ke-127 bersama 40.000 Pekerja",Kontan,BBRI,"Appreciating BRILIAN PEOPLE, BRI Celebrates 127th Anniversary with 40,000 Workers"
1432,2022-12-19,BRI Raih Penghargaan Top BUMN Awards 2022,CNBC Indonesia,BBRI,BRI Wins Top BUMN Awards 2022
1433,2022-12-19,"Perhatian! 3 Saham Ini Berpeluang Cuan Gede, Ada BBRI",CNBC Indonesia,BBRI,"Attention! These 3 shares have the opportunity to make big profits, there is BBRI"
1434,2022-12-20,BRI (BBRI) Siapkan Uang Tunai Rp25 Triliun Jelang Nataru,Bisnis,BBRI,BRI (BBRI) Prepares IDR 25 Trillion in Cash Ahead of Christmas
1435,2022-12-20,Ini Bukti BRI Sukses Lahirkan Banyak Pemimpin Terbaik,CNBC Indonesia,BBRI,This is proof that BRI has succeeded in producing many of the best leaders
1436,2022-12-20,"HUT ke-127 Tahun BRI, Jokowi & Erick Thohir Beri Pesan Ini",CNBC Indonesia,BBRI,"BRI's 127th Anniversary, Jokowi & Erick Thohir Give This Message"
1437,2022-12-22,BRI Hadirkan Platform Terintegrasi bagi Nasabah Korporasi,CNBC Indonesia,BBRI,BRI Presents an Integrated Platform for Corporate Customers
1438,2022-12-22,Kode BRI Setelah OJK Minta Bank Tak Buru-buru Tebar Dividen,CNBC Indonesia,BBRI,BRI Code After OJK Asks Banks Not to Rush to Spread Dividends
1439,2022-12-22,"BRI (BBRI) Serap 1,9 miliar Lembar Saham Bank Raya (AGRO)",Bisnis,BBRI,BRI (BBRI) Absorbs 1.9 billion Bank Raya (AGRO) Shares
1440,2022-12-25,Simak Jadwal Layanan Khusus Bank Mandiri dan BRI Selama Perayaan Natal dan Tahun Baru,Bisnis,BBRI,Check out the special service schedule for Bank Mandiri and BRI during Christmas and New Year celebrations
1441,2022-12-25,Top! BRI Jadi Indonesia Most Trusted Companies 2022,CNBC Indonesia,BBRI,Top! BRI Becomes Indonesia's Most Trusted Company 2022
1442,2022-12-25,BRI Beri Apresiasi ke Desa Penggerak Ekonomi,CNBC Indonesia,BBRI,BRI Gives Appreciation to Economic Driving Villages
1443,2022-12-25,BRI dan Cita Tenun Indonesia Garap Pameran ANTOLOGI,CNBC Indonesia,BBRI,BRI and Cita Weaving Indonesia Work on ANTOLOGY Exhibition
1444,2022-12-25,BRI Kantongi Penghargaan Dealer Utama Terbaik Selama 5 Tahun,CNBC Indonesia,BBRI,BRI Won the Best Main Dealer Award for 5 Years
1445,2022-12-26,BRI Finance Kembali Raih Trusted Company pada GCG Award,Bisnis,BBRI,BRI Finance Wins Trusted Company Again at the GCG Award
1446,2022-12-26,"Intip Kesiapan Uang Tunai di BTN, BNI, Mandiri, BRI, dan BCA Jelang Tahun Baru",Bisnis,BBRI,"Take a peek at cash readiness at BTN, BNI, Mandiri, BRI and BCA ahead of the New Year"
1447,2022-12-27,"Pencapaian Cemerlang, Begini Sepak Terjang BRI di 2022",CNBC Indonesia,BBRI,"Brilliant Achievements, Here's BRI's Actions in 2022"
1448,2022-12-27,"QLola by BRI, Solusi Terintegrasi Layanan Wholesale Banking",CNBC Indonesia,BBRI,"QLola by BRI, Integrated Wholesale Banking Service Solution"
1449,2022-12-27,"Geser BRI, BYAN Jadi Emiten Berkapitalisasi Terbesar Ke-2",CNBC Indonesia,BBRI,"Overtaking BRI, BYAN Becomes Issuer with the 2nd Largest Capitalization"
1450,2022-12-27,"4 Cara BRI (BBRI) Capai Target, Usai Cetak Laba Rp40,23 Triliun",Bisnis,BBRI,"4 Ways for BRI (BBRI) to Reach its Target, After Making a Profit of IDR 40.23 Trillion"
1451,2022-12-27,"Kapitalisasi Pasar Bayan Resources (BYAN) Geser BRI, Saham All Time High",Bisnis,BBRI,"Bayan Resources (BYAN) Market Capitalization Shifts BRI, Shares All Time High"
1452,2022-12-27,BRI Dorong Bisnis Pengrajin Daur Ulang Sampah di Jayapura,CNBC Indonesia,BBRI,BRI Encourages Waste Recycling Craftsman Business in Jayapura
1453,2022-12-28,BRI Bagi-bagi Paket Sembako & Santunan di Hari Natal,CNBC Indonesia,BBRI,BRI Distributes Basic Food Packages & Compensation on Christmas Day
1454,2022-12-28,BRI Raih Penghargaan Sebagai The Best Bank in Digital Service,CNBC Indonesia,BBRI,BRI Wins Award as The Best Bank in Digital Service
1455,2022-12-30,Optimis Hadapi 2023 Dengan Layanan Keuangan BRI Prioritas,CNBC Indonesia,BBRI,Optimistic about Facing 2023 with Priority BRI Financial Services
1456,2022-12-30,"Cara Beli Saham BRI (BBRI) Sehingga Dapat Dividen Interim Rp8,63 Triliun",Bisnis,BBRI,How to Buy BRI (BBRI) Shares to Get an Interim Dividend of IDR 8.63 Trillion
1457,2022-12-30,"Januari 2023 Bagi Dividen Gede, Saham BRI Diserbu Investor",CNBC Indonesia,BBRI,"January 2023 For Large Dividends, BRI Shares Are Attacked by Investors"
1458,2022-12-30,Keren! Ini 10 Capaian BRI Sepanjang 2022,CNBC Indonesia,BBRI,Cool! These are 10 BRI achievements throughout 2022
1459,2022-12-31,"Kinerja Saham BBCA, BMRI, BBRI, dan BBNI Tahun 2022, Siapa Juara?",Bisnis,BBRI,"Performance of BBCA, BMRI, BBRI and BBNI Shares in 2022, Who Will Be the Winner?"
1460,2023-01-02,"Perdagangan Perdana di 2023, Saham BBRI Malah Ambles",CNBC Indonesia,BBRI,"First trading in 2023, BBRI shares even collapsed"
1461,2023-01-02,Intip Berbagai Aksi Korporasi BRI di Sepanjang 2022,CNBC Indonesia,BBRI,Take a peek at BRI's various corporate actions throughout 2022
1462,2023-01-02,"Cara isi e-Toll BRIZZI lewat m-Banking BRI BRImo & LinkAja, Bebas Khawatir di Tol",Kontan,BBRI,"How to top up BRIZZI e-Toll via m-Banking BRI BRImo & LinkAja, Worry Free on Toll Roads"
1463,2023-01-03,"Berkat BRI, Wanita Ini Sukses Bangun Usaha Kerupuk Daun Bambu",CNBC Indonesia,BBRI,"Thanks to BRI, this woman successfully built a bamboo leaf cracker business"
1464,2023-01-04,Intip Peluang Besar UMKM di BRI Microfinance Outlook 2023,CNBC Indonesia,BBRI,Take a peek at the big opportunities for MSMEs in BRI Microfinance Outlook 2023
1465,2023-01-04,Video: Siap-Siap! BRI Bakal Tebar Dividen Jumbo,CNBC Indonesia,BBRI,Video: Get Ready! BRI Will Distribute huge Dividends
1466,2023-01-04,"Guyur Pemegang Saham Hingga Rp 8 T, Transaksi BBRI Teraktif!",CNBC Indonesia,BBRI,"Showering Shareholders with Up to IDR 8 T, BBRI's Most Active Transactions!"
1467,2023-01-05,"Perang Tarif Mewarnai Asuransi Kredit, Ini Tanggapan BRI",Kontan,BBRI,"Tariff war colors credit insurance, this is BRI's response"
1468,2023-01-05,Mau Dapat Dividen Interim BBRI? Masih Ada Kesempatan Hingga 9 Januari,Kontan,BBRI,Want to Get BBRI Interim Dividends? There is still a chance until January 9
1469,2023-01-05,"Jangan Ketinggalan! Ini Jadwal Dividen Rp 8,63 T Dari BRI",CNBC Indonesia,BBRI,Do not miss! This is the Dividend Schedule of IDR 8.63 T from BRI
1470,2023-01-05,BRI (BBRI) dan BCA (BBCA) Siapkan Strategi Hadapi Serangan Siber,Bisnis,BBRI,BRI (BBRI) and BCA (BBCA) Prepare Strategy to Face Cyber ​​Attacks
1471,2023-01-05,"Pangkas Produksi Unit-Linked, Bos BRI Life Ungkap Bisnis Tumbuh 35 Persen",Bisnis,BBRI,"Cutting Unit-Linked Production, BRI Life Boss Says Business Grows 35 Percent"
1472,2023-01-06,Bos BRI Life hingga Generali Blak-blakan Prospek Asuransi Jiwa 2023,Bisnis,BBRI,Bosses from BRI Life to Generali are outspoken about the prospects for life insurance in 2023
1473,2023-01-08,"Profitabilitas Terus Meningkat, Kontribusi BRI Semakin Besar",CNBC Indonesia,BBRI,"Profitability continues to increase, BRI's contribution is getting bigger"
1474,2023-01-08,"Proaktif Dorong Inklusi Keuangan, BRI Masuk Daftar 30 Terbaik",CNBC Indonesia,BBRI,"Proactively Encouraging Financial Inclusion, BRI Enters the 30 Best List"
1475,2023-01-09,Catat! Hari Ini Tanggal Terakhir Penerimaan Hak Dividen BRI,CNBC Indonesia,BBRI,Take Note! Today is the Last Date for Receiving BRI Dividend Rights
1476,2023-01-09,BRI Salurkan Bantuan Untuk Korban Banjir di Semarang & Demak,CNBC Indonesia,BBRI,BRI Distributes Aid to Flood Victims in Semarang & Demak
1477,2023-01-10,"Saham BBRI Lesu Bareng IHSG setelah Lewat Cum Dividen Rp8,6 Triliun",Bisnis,BBRI,BBRI shares are sluggish along with IHSG after passing a cum dividend of IDR 8.6 trillion
1478,2023-01-11,"Ada Dua Direksi BRI Serok Saham BBRI Dengan Total Nilai Rp461,7 Juta",Bisnis,BBRI,There are two BRI directors who have taken BBRI shares with a total value of IDR 461.7 million
1479,2023-01-11,"Bos BCA & BRI Borong Saham Saat Murah, Gimana Cara Hitungnya?",CNBC Indonesia,BBRI,"BCA & BRI Bosses Buy Shares When They're Cheap, How to Calculate?"
1480,2023-01-11,"Perkuat Segmen Retail, BRI Siap Tumbuh Berkelanjutan",CNBC Indonesia,BBRI,"Strengthening the Retail Segment, BRI is Ready for Sustainable Growth"
1481,2023-01-11,"Mantap! BRI Catat Kenaikan Bisnis Nasabah Premium 22,5%",CNBC Indonesia,BBRI,Excellent! BRI Records 22.5% Increase in Premium Customer Business
1482,2023-01-11,Pesta Dividen Bank Jumbo BBRI hingga BBCA,Bisnis,BBRI,huge Bank Dividend Party BBRI to BBCA
1483,2023-01-12,"IHSG Hari Ini Rawan Koreksi, Cermati Saham BBRI, ANTM & INDF",Bisnis,BBRI,"IHSG is prone to correction today, pay attention to BBRI, ANTM & INDF shares"
1484,2023-01-12,Akhirnya! Saham BRI (BBRI) Masuk Zona Hijau Pertama pada 2023,Bisnis,BBRI,Finally! BRI (BBRI) Stock Enters First Green Zone in 2023
1485,2023-01-12,Begini Proyeksi Kredit BCA (BBCA) dan BRI (BBRI) Pada 2023,Bisnis,BBRI,This is the credit projection for BCA (BBCA) and BRI (BBRI) in 2023
1486,2023-01-12,"Suku Bunga Acuan BI Naik, Bagaimana Suku Bunga KPR di Bank BRI?",Kontan,BBRI,"BI Reference Interest Rate Increases, How are KPR Interest Rates at BRI Bank?"
1487,2023-01-12,"BBRI Naik Lagi, Begini Prospek ke Depannya",CNBC Indonesia,BBRI,"BBRI Rises Again, Here are the Future Prospects"
1488,2023-01-12,Top! BRI Bagi-bagi Saham ke Nasabah Loyal,CNBC Indonesia,BBRI,Top! BRI Distributes Shares to Loyal Customers
1489,2023-01-13,Ini Tips Amankan Mobile Banking BRImo Saat HP Hilang Agar Saldo Tetap Aman,Kontan,BBRI,These are tips for securing BRImo mobile banking when your cellphone is lost so that your balance remains safe
1490,2023-01-14,Intip Pencadangan Kredit Macet di BRI (BBRI) hingga BCA (BBCA),Bisnis,BBRI,Take a peek at Bad Loan Provisions at BRI (BBRI) to BCA (BBCA)
1491,2023-01-14,"Simak Proyeksi Suku Bunga CIMB Niaga, BRI, dan BCA Pada 2023",Bisnis,BBRI,"Check out CIMB Niaga, BRI and BCA Interest Rate Projections in 2023"
